,sps,episode_reward,step,_step,action_min,loss,reward_min,_runtime,action_mean,obs_max,reward_mean,sum_reward,episode,duration,mean_q,action_max,mae,episode_steps,reward_max,obs_min,_timestamp,obs_mean,mean_eps
0,294.1126621096657,31,1790,1,0,NaN,0,9.542541027069092,4.052518756698821,214,0.03322615219721329,55,2,3.172253765980713,NaN,8,NaN,933,1,0,1579119773.316511,59.27538731641281,NaN
1,209.63346736145914,39,3822,4,0,NaN,0,17.77019214630127,3.986740331491713,171,0.0430939226519337,129,5,4.317058775923215,NaN,8,NaN,905,1,0,1579119781.544162,59.20874581876949,NaN
2,325.333617468897,19,8611,11,0,NaN,0,32.12378907203674,3.911532385466035,171,0.030015797788309637,292,12,1.9456950220046565,NaN,8,NaN,633,1,0,1579119795.897759,59.38819348171074,NaN
3,409.43883877412304,39,9250,12,0,NaN,0,33.696176052093506,4.012519561815337,171,0.06103286384976526,331,13,1.5606726560508832,NaN,8,NaN,639,1,0,1579119797.470146,59.15576949350424,NaN
4,255.85221602641417,28,10485,14,0,NaN,0,38.545454025268555,3.907042253521127,171,0.03943661971830986,374,15,2.7750394779723138,NaN,8,NaN,710,1,0,1579119802.319424,59.381303894797355,NaN
5,224.68710482679637,26,11597,16,0,NaN,0,42.871309995651245,4.023923444976076,171,0.04146730462519936,411,17,2.7905473279533908,NaN,8,NaN,627,1,0,1579119806.64528,59.307256461861726,NaN
6,426.8070905530722,15,12889,18,0,NaN,0,45.966996908187866,3.833068362480127,171,0.02384737678855326,453,19,1.4737337169935927,NaN,8,NaN,629,1,0,1579119809.7409668,59.35102509472257,NaN
7,388.95390592364083,27,16321,23,0,NaN,0,55.107309103012085,4.0091027308192455,171,0.035110533159947985,557,24,1.9770980270113796,NaN,8,NaN,769,1,0,1579119818.881279,59.35290737447992,NaN
8,377.81877804478364,38,17988,25,0,NaN,0,59.414560079574585,3.99468085106383,214,0.04042553191489362,626,26,2.4879652749514207,NaN,8,NaN,940,1,0,1579119823.18853,59.185672673324646,NaN
9,252.43965600916243,33,33593,49,0,NaN,0,107.20316696166992,4.0380577427821525,171,0.04330708661417323,1202,50,3.018543172045611,NaN,8,NaN,762,1,0,1579119870.9771369,59.27627666333375,NaN
10,262.3858448831589,13,34917,51,0,NaN,0,111.94843006134033,3.968299711815562,171,0.018731988472622477,1233,52,2.6449597550090402,NaN,8,NaN,694,1,0,1579119875.7224,59.431255391205475,NaN
11,207.66657680865245,17,35578,52,0,NaN,0,115.22079205513,4.1981845688350985,171,0.025718608169440244,1250,53,3.182986931060441,NaN,8,NaN,661,1,0,1579119878.994762,59.35710447820076,NaN
12,345.85827017494375,27,36896,54,0,NaN,0,120.03111410140991,4.132045088566827,171,0.043478260869565216,1301,55,1.7955331809353083,NaN,8,NaN,621,1,0,1579119883.805084,59.21225023825956,NaN
13,431.5920248296572,20,38905,57,0,NaN,0,124.9449520111084,3.9799291617473433,171,0.023612750885478158,1360,58,1.9625015089986846,NaN,8,NaN,847,1,0,1579119888.718922,59.31776936473133,NaN
14,357.96036852903404,19,42141,62,0,NaN,0,133.22479724884033,3.9970972423802613,171,0.027576197387518143,1468,63,1.9247940849745646,NaN,8,NaN,689,1,0,1579119896.9987671,59.37043255860641,NaN
15,396.26468119901426,29,47056,70,0,NaN,0,145.98360013961792,3.888888888888889,171,0.04027777777777778,1627,71,1.8169673810480163,NaN,8,NaN,720,1,0,1579119909.75757,59.341700522801716,NaN
16,49.07661091862266,19,50923,76,0,0.01717852901744402,0,174.59582209587097,3.9623931623931625,171,0.03247863247863248,1765,77,11.920138515066355,0.0360970171730589,8,0.028390103973422762,585,1,0,1579119938.369792,59.389923105994534,0.954433
17,49.726442867670436,12,57349,85,0,0.01541560804554014,0,304.46021819114685,3.839258114374034,171,0.01854714064914992,1967,86,13.01118605490774,0.06243318713695547,8,0.04821034979627088,647,1,0,1579120068.234188,59.43321325181283,0.9486765999999999
18,46.92931662523119,15,67024,101,0,0.016294040601351298,0,499.67055010795593,4.121666666666667,171,0.025,2258,102,12.785185107029974,0.08290981903672218,8,0.06284691654145717,600,1,0,1579120263.44452,59.410387849584275,0.9399502
19,49.913500369889,26,68366,103,0,0.01543540033382223,0,527.5010371208191,3.8351648351648353,171,0.04081632653061224,2301,104,12.762078301049769,0.07674287779713576,8,0.06364355665051712,637,1,0,1579120291.275007,59.41572399498784,0.9387568000000001
20,48.155475944830215,16,68877,104,0,0.013897514854647852,0,538.1241180896759,3.8551859099804306,171,0.03131115459882583,2317,105,10.611461936030537,0.07272765538073145,8,0.058241427614120767,511,1,0,1579120301.898088,59.38573159204974,0.9382402000000001
21,49.41693663633886,23,69573,105,0,0.015501314001733267,0,552.2236740589142,3.860632183908046,171,0.033045977011494254,2340,106,14.084240088006482,0.07668401148898163,8,0.06168171420864675,696,1,0,1579120315.997644,59.294452263664084,0.9376966000000001
22,48.87433573697331,19,71297,108,0,0.016081472757589678,0,587.0296759605408,3.9597701149425286,171,0.03639846743295019,2397,109,10.680452064028941,0.1137578148992007,8,0.08811012780620851,522,1,0,1579120350.8036458,59.34129671983736,0.9360676
23,48.892103660356575,21,87978,133,0,0.01398187604429426,0,923.8979151248932,4.074242424242424,171,0.031818181818181815,2977,134,13.499112343066372,0.13593406067653135,8,0.10795957292571212,660,1,0,1579120687.671885,59.37055160448018,0.9211168000000001
